,Title_of_Movie,Release_Year,Runtime_(min),IMDB_Rating,Metascore,Votes,Box_Office_(Million $)
126,Shershaah,2021,135,8.4,Not Metascore available,121096,Not Box Office available
127,Sardar Udham,2021,164,8.4,Not Metascore available,42259,Not Box Office available
128,Taare Zameen Par,2007,165,8.4,Not Metascore available,193453,1.22
129,WALL·E,2008,98,8.4,95        ,1109223,223.81
130,Das Leben der Anderen,2006,137,8.4,89        ,389084,11.29
131,Black Friday,2004,143,8.4,76        ,21073,0.03
132,Kad porastem bicu Kengur,2004,92,8.4,Not Metascore available,10773,Not Box Office available
133,Oldboy,2003,120,8.4,77        ,576319,0.71
134,Filantropica,2002,110,8.4,Not Metascore available,13235,Not Box Office available
135,Kapicilar Krali,1976,84,8.4,Not Metascore available,12648,Not Box Office available
136,Memento,2000,113,8.4,80        ,1231355,25.54
137,American Beauty,1999,122,8.4,84        ,1150164,130.10
138,Mononoke-hime,1997,134,8.4,76        ,392908,2.38
139,Braveheart,1995,178,8.4,68        ,1033786,75.60
140,Idi i smotri,1985,142,8.4,Not Metascore available,79477,Not Box Office available
141,Aliens,1986,137,8.4,84        ,714705,85.16
142,Amadeus,1984,160,8.4,88        ,400354,51.97
143,Indiana Jones and the Raiders of the Lost Ark,1981,115,8.4,85        ,961086,248.16
144,Das Boot,1981,149,8.4,86        ,251073,11.49
145,The Shining,1980,146,8.4,66        ,1014631,44.02
146,Flåklypa Grand Prix,1975,88,8.4,Not Metascore available,13506,Not Box Office available
147,Dzhentlmeny udachi,1971,88,8.4,Not Metascore available,11760,Not Box Office available
148,Tengoku to jigoku,1963,143,8.4,90        ,45100,Not Box Office available
149,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,1964,95,8.4,97        ,489887,0.28
150,Witness for the Prosecution,1957,116,8.4,76        ,125538,8.18
151,Het veld van eer,1957,88,8.4,90        ,197386,Not Box Office available
152,Sanshô dayû,1954,124,8.4,96        ,16724,Not Box Office available
153,Sunset Boulevard,1950,110,8.4,Not Metascore available,221871,Not Box Office available
154,De dictator,1940,125,8.4,Not Metascore available,223881,0.29
155,Ratsasan,2018,170,8.3,Not Metascore available,44523,Not Box Office available
156,Super Deluxe,2019,176,8.3,Not Metascore available,15196,Not Box Office available
157,Ayla: The Daughter of War,2017,125,8.3,Not Metascore available,39988,Not Box Office available
158,Vikram Vedha,2017,147,8.3,Not Metascore available,44954,Not Box Office available
159,Sairat,2016,174,8.3,Not Metascore available,13468,Not Box Office available
160,Dangal,2016,161,8.3,Not Metascore available,190814,12.39
161,Maanaadu,2021,147,8.3,Not Metascore available,22753,Not Box Office available
162,Premam,2015,156,8.3,Not Metascore available,21126,0.18
163,Bangalore Days,2014,171,8.3,Not Metascore available,20618,0.13
164,Drishyam,2013,160,8.3,Not Metascore available,41566,Not Box Office available
165,Soodhu Kavvum,2013,135,8.3,Not Metascore available,10569,Not Box Office available
166,Lucia,I 2013,135,8.3,Not Metascore available,12546,Not Box Office available
167,Wheels,II 2014,115,8.3,Not Metascore available,21115,Not Box Office available
168,The Hunt,2012,115,8.3,77        ,328853,0.69
169,A Separation,2011,123,8.3,95        ,245133,7.10
170,Jana Gana Mana,2022,162,8.3,Not Metascore available,12526,Not Box Office available
171,Incendies,2010,131,8.3,80        ,177431,6.86
172,Spider-Man: No Way Home,2021,148,8.3,71        ,740311,804.75
173,The Kashmir Files,2022,170,8.3,Not Metascore available,559706,Not Box Office available
174,Up,2009,96,8.3,88        ,1037950,293.00
175,Agent Sai Srinivasa Athreya,2019,148,8.3,Not Metascore available,14216,Not Box Office available
176,Khosla Ka Ghosla!,2006,135,8.3,Not Metascore available,24059,0.03
177,Toy Story 3,2010,103,8.3,92        ,832367,415.00
178,Anniyan,2005,181,8.3,Not Metascore available,18856,Not Box Office available
179,Inglourious Basterds,2009,153,8.3,69        ,1435756,120.54
180,Eternal Sunshine of the Spotless Mind,2004,108,8.3,89        ,1001962,34.40
181,Köyden Indim Sehire,1974,91,8.3,Not Metascore available,11009,Not Box Office available
182,Le fabuleux destin d'Amélie Poulain,2001,122,8.3,69        ,754509,33.23
183,Satya,1998,170,8.3,Not Metascore available,15340,Not Box Office available
184,Requiem for a Dream,2000,102,8.3,68        ,838025,3.64
185,Macskafogó,1986,96,8.3,Not Metascore available,10080,Not Box Office available
186,Baasha,1995,145,8.3,Not Metascore available,10551,Not Box Office available
187,Good Will Hunting,1997,126,8.3,70        ,960868,138.43
188,Toy Story,1995,81,8.3,95        ,988069,191.80
189,Heat,1995,170,8.3,76        ,651910,67.44
190,Sátántangó,1994,439,8.3,Not Metascore available,11244,Not Box Office available
191,Huo zhe,1994,133,8.3,Not Metascore available,18535,2.33
192,Reservoir Dogs,1992,99,8.3,79        ,1012024,2.83
193,Gu ling jie shao nian sha ren shi jian,1991,237,8.3,90        ,10572,Not Box Office available
194,Full Metal Jacket,1987,116,8.3,76        ,739635,46.36
195,Once Upon a Time in America,1984,229,8.3,75        ,351291,5.32
196,Scarface,1983,170,8.3,65        ,835424,45.60
197,Star Wars: Episode VI - Return of the Jedi,1983,131,8.3,58        ,1047960,309.13
198,Jaane Bhi Do Yaaro,1983,132,8.3,Not Metascore available,14162,Not Box Office available
199,Chupke Chupke,1975,146,8.3,Not Metascore available,12669,Not Box Office available
200,The Sting,1973,129,8.3,83        ,262154,159.60
201,A Clockwork Orange,1971,136,8.3,77        ,826369,6.21
202,Brilliantovaya ruka,1969,94,8.3,Not Metascore available,14869,Not Box Office available
203,2001: Een zwerftocht in de ruimte,1968,149,8.3,84        ,665971,56.95
204,Jôi-uchi: Hairyô tsuma shimatsu,1967,128,8.3,90        ,12867,Not Box Office available
205,"Kavkazskaya plennitsa, ili Novye priklyucheniya Shurika",1967,82,8.3,Not Metascore available,12321,Not Box Office available
206,Akahige,1965,185,8.3,90        ,19376,Not Box Office available
207,To Kill a Mockingbird,1962,129,8.3,88        ,316475,Not Box Office available
208,Lawrence of Arabia,1962,218,8.3,100        ,293563,44.82
209,Oordeel te Neurenberg,1961,179,8.3,60        ,77962,Not Box Office available
210,Het appartement,1960,125,8.3,94        ,181661,18.60
211,North by Northwest,1959,136,8.3,98        ,327674,13.28
212,Vertigo,1958,128,8.3,100        ,401655,3.20
213,Letyat zhuravli,1957,95,8.3,Not Metascore available,17825,0.02
214,Un condamné à mort s'est échappé ou Le vent souffle où il veut,1956,101,8.3,Not Metascore available,22510,Not Box Office available
215,Aparajito,1956,110,8.3,Not Metascore available,14568,0.17
216,Pather Panchali,1955,125,8.3,Not Metascore available,33218,0.54
217,Ordet,1955,126,8.3,Not Metascore available,15981,Not Box Office available
218,Singin' in the Rain,1952,103,8.3,99        ,242223,8.82
219,Ikiru,1952,143,8.3,91        ,78693,0.06
220,Los olvidados,1950,85,8.3,Not Metascore available,20562,Not Box Office available
221,Ladri di biciclette,1948,89,8.3,Not Metascore available,163724,0.33
222,Les enfants du paradis,1945,189,8.3,96        ,20053,Not Box Office available
223,Double Indemnity,1944,107,8.3,95        ,157544,5.72
224,Citizen Kane,1941,119,8.3,100        ,441419,1.59
225,M - Eine Stadt sucht einen Mörder,1931,117,8.3,Not Metascore available,158170,0.03
226,Metropolis,1927,153,8.3,98        ,174557,1.24
227,The Kid,1921,68,8.3,Not Metascore available,126676,5.45
228,Major,2022,150,8.2,Not Metascore available,27216,Not Box Office available
229,Cep Herkülü: Naim Süleymanoglu,2019,141,8.2,Not Metascore available,12312,Not Box Office available
230,Bizim Için Sampiyon,2018,130,8.2,Not Metascore available,12240,Not Box Office available
231,Chhichhore,2019,143,8.2,Not Metascore available,54452,0.90
232,1917,2019,119,8.2,78        ,580625,159.23
233,Uri: The Surgical Strike,2019,138,8.2,Not Metascore available,64018,4.19
234,Tumbbad,2018,104,8.2,Not Metascore available,48090,Not Box Office available
235,Andhadhun,2018,139,8.2,Not Metascore available,93240,1.37
236,K.G.F: Chapter 1,2018,156,8.2,Not Metascore available,85919,Not Box Office available
237,Rangasthalam,2018,170,8.2,Not Metascore available,24960,3.51
238,Theeran Adhigaaram Ondru,2017,157,8.2,Not Metascore available,14965,Not Box Office available
239,Green Book,2018,130,8.2,69        ,486124,85.08
240,Dhuruvangal Pathinaaru,2016,105,8.2,Not Metascore available,15855,Not Box Office available
241,Dag II,2016,135,8.2,Not Metascore available,108464,Not Box Office available
242,Abad va yek rooz,2016,112,8.2,Not Metascore available,15499,Not Box Office available
243,Baahubali 2: The Conclusion,2017,167,8.2,Not Metascore available,101390,20.19
244,RangiTaranga,2015,149,8.2,Not Metascore available,14410,Not Box Office available
245,Drishyam,2015,163,8.2,Not Metascore available,82309,0.74
246,Jigarthanda,2014,171,8.2,Not Metascore available,12099,Not Box Office available
247,It's Such a Beautiful Day,2012,62,8.2,90        ,13946,Not Box Office available
248,Bhaag Milkha Bhaag,2013,186,8.2,Not Metascore available,68403,1.63
249,Ustad Hotel,2012,151,8.2,Not Metascore available,14752,Not Box Office available
250,Shahid,2012,129,8.2,Not Metascore available,16738,Not Box Office available
251,Binnenstebuiten,I 2015,95,8.2,94        ,708904,356.46
252,Gangs of Wasseypur,2012,321,8.2,89        ,96412,Not Box Office available
253,"Montevideo, Bog te video!",2010,140,8.2,Not Metascore available,12351,Not Box Office available
254,Paan Singh Tomar,2012,135,8.2,Not Metascore available,36519,0.04
255,Zindagi Na Milegi Dobara,2011,155,8.2,Not Metascore available,78731,3.11
256,El secreto de sus ojos,2009,129,8.2,80        ,209854,6.39
257,Warrior,2011,140,8.2,71        ,471790,13.66
258,Vaaranam Aayiram,2008,169,8.2,Not Metascore available,13159,Not Box Office available
259,Shutter Island,2010,138,8.2,63        ,1300721,128.01
260,Kimetsu no Yaiba: Mugen Ressha-Hen,2020,117,8.2,72        ,57438,47.70
261,Dara iz Jasenovca,2020,130,8.2,Not Metascore available,81013,0.05
262,Miracle in Cell No. 7,2019,132,8.2,Not Metascore available,49015,Not Box Office available
263,The Father,I 2020,97,8.2,88        ,151073,Not Box Office available
264,The Wolf of Wall Street,2013,180,8.2,75        ,1392505,116.90
265,No Country for Old Men,2007,122,8.2,92        ,966192,74.28
266,Babam ve Oglum,2005,112,8.2,Not Metascore available,86945,Not Box Office available
267,Athadu,2005,172,8.2,Not Metascore available,13715,Not Box Office available
268,There Will Be Blood,2007,158,8.2,93        ,584344,40.22
269,Pan's Labyrinth,2006,118,8.2,98        ,667249,37.63
270,V for Vendetta,2005,132,8.2,62        ,1117219,70.51
271,Batman Begins,2005,140,8.2,70        ,1461261,206.85
272,"Swades: We, the People",2004,210,8.2,Not Metascore available,90991,1.22
273,Der Untergang,2004,156,8.2,82        ,355650,5.51
274,Howl's Moving Castle,2004,119,8.2,80        ,393215,4.71
275,The Legend of Bhagat Singh,2002,155,8.2,Not Metascore available,16559,Not Box Office available
276,A Beautiful Mind,2001,135,8.2,72        ,928860,170.74
277,Kill Bill,2003,111,8.2,69        ,1108875,70.10
278,Finding Nemo,2003,100,8.2,90        ,1038535,380.84
279,Snatch,2000,104,8.2,55        ,852617,30.33
280,Rang-e khoda,1999,90,8.2,80        ,17425,1.81
281,The Sixth Sense,1999,107,8.2,64        ,988103,293.51
282,Masumiyet,1997,110,8.2,Not Metascore available,17785,Not Box Office available
283,"Lock, Stock and Two Smoking Barrels",1998,107,8.2,66        ,580952,3.90
284,The Truman Show,1998,103,8.2,90        ,1071309,125.62
285,L.A. Confidential,1997,138,8.2,90        ,582019,64.62
286,Bacheha-Ye aseman,1997,89,8.2,77        ,75079,0.93
287,Casino,1995,178,8.2,73        ,518124,42.44
288,Jurassic Park,1993,127,8.2,68        ,983044,402.45
289,Unforgiven,1992,130,8.2,85        ,411590,101.16
290,Jo Jeeta Wohi Sikandar,1992,174,8.2,Not Metascore available,23441,Not Box Office available
291,Nema-ye Nazdik,1990,98,8.2,Not Metascore available,20054,0.00
292,Indiana Jones and the Last Crusade,1989,127,8.2,65        ,751766,197.17
293,Krótki film o milosci,1988,87,8.2,Not Metascore available,23685,Not Box Office available
294,Die Hard,1988,132,8.2,72        ,872236,83.01
295,Ran,1985,162,8.2,96        ,125920,4.14
296,The Thing,1982,109,8.2,57        ,423643,13.78
297,Raging Bull,1980,129,8.2,89        ,353565,23.38
298,Omar Mukhtar: Lion of the Desert,1980,173,8.2,Not Metascore available,15955,3.27
299,The Elephant Man,1980,124,8.2,78        ,241211,Not Box Office available
300,Taxi Driver,1976,114,8.2,94        ,825474,28.26
301,Monty Python and the Holy Grail,1975,91,8.2,91        ,540648,1.23
302,Dersu Uzala,1975,142,8.2,Not Metascore available,29929,Not Box Office available
303,Chinatown,1974,130,8.2,92        ,326458,8.49
304,Ivan Vasilevich menyaet professiyu,1973,88,8.2,Not Metascore available,16807,Not Box Office available
305,Z,1969,127,8.2,86        ,29053,0.08
306,For a Few Dollars More,1965,132,8.2,74        ,256664,15.00
307,The Great Escape,1963,172,8.2,86        ,244643,12.10
308,Il sorpasso,1962,105,8.2,Not Metascore available,11267,Not Box Office available
309,Yôjinbô,1961,110,8.2,93        ,123225,Not Box Office available
310,Rocco e i suoi fratelli,1960,179,8.2,84        ,19313,Not Box Office available
311,Some Like It Hot,1959,121,8.2,98        ,267231,25.00
312,Ballada o soldate,1959,88,8.2,Not Metascore available,10562,Not Box Office available
313,A Face in the Crowd,1957,126,8.2,72        ,15954,Not Box Office available
314,The Bridge on the River Kwai,1957,161,8.2,87        ,220939,44.91
315,Dial M for Murder,1954,105,8.2,75        ,176174,0.01
316,Ugetsu monogatari,1953,96,8.2,Not Metascore available,23726,0.01
317,Tôkyô monogatari,1953,136,8.2,Not Metascore available,62005,Not Box Office available
318,Het loon van de Angst,1953,131,8.2,85        ,61526,Not Box Office available
319,Umberto D.,1952,89,8.2,92        ,26088,0.07
320,Rashômon,1950,88,8.2,98        ,168797,0.10
321,All About Eve,1950,138,8.2,98        ,131681,0.01
322,Banshun,1949,108,8.2,Not Metascore available,17230,Not Box Office available
323,The Treasure of the Sierra Madre,1948,126,8.2,98        ,125307,5.01
324,Spionnage in het spel,1942,99,8.2,86        ,37661,Not Box Office available
325,Gejaagd door de wind,1939,238,8.2,97        ,315438,198.68
326,Ik ben een vluchteling,1932,92,8.2,Not Metascore available,13395,1.42
327,La passion de Jeanne d'Arc,1928,110,8.2,Not Metascore available,55130,0.02
328,The General,1926,67,8.2,Not Metascore available,91734,1.03
329,The Gold Rush,1925,95,8.2,Not Metascore available,111667,5.45
330,Sherlock Jr.,1924,45,8.2,Not Metascore available,50322,0.98
331,Portrait de la Jeune Fille en Feu,2019,122,8.1,95        ,91101,3.76
332,Section 375,2019,124,8.1,Not Metascore available,16040,Not Box Office available
333,Dil Bechara,2020,101,8.1,Not Metascore available,130953,Not Box Office available
334,The Tashkent Files,2019,134,8.1,Not Metascore available,34185,Not Box Office available
335,Everything Everywhere All at Once,2022,139,8.1,81        ,230665,Not Box Office available
336,Pink,III 2016,136,8.1,Not Metascore available,45405,1.24
337,Koe no katachi,2016,130,8.1,78        ,81422,Not Box Office available
338,"Three Billboards Outside Ebbing, Missouri",2017,115,8.1,88        ,503773,54.51
339,Talvar,2015,132,8.1,Not Metascore available,35660,0.34
340,Klaus,2019,96,8.1,65        ,148359,Not Box Office available
341,Masaan,2015,109,8.1,Not Metascore available,28325,Not Box Office available
342,Ah-ga-ssi,2016,145,8.1,84        ,146697,2.01
343,Bajrangi Bhaijaan,2015,163,8.1,Not Metascore available,88499,8.18
344,Queen,2013,146,8.1,Not Metascore available,66033,1.43
345,Logan,2017,137,8.1,77        ,757620,226.28
346,Room,I 2015,118,8.1,86        ,419569,14.68
347,Relatos salvajes,2014,122,8.1,77        ,198319,3.11
348,Mandariinid,2013,87,8.1,73        ,46494,0.14
349,Kis Uykusu,2014,196,8.1,88        ,51883,0.17
350,7-beon-bang-ui seon-mul,2013,127,8.1,Not Metascore available,20798,Not Box Office available
351,PK,2014,153,8.1,Not Metascore available,188147,10.62
352,OMG: Oh My God!,2012,125,8.1,Not Metascore available,59240,0.92
353,The Grand Budapest Hotel,2014,99,8.1,88        ,803193,59.10
354,Gone Girl,2014,149,8.1,79        ,976261,167.77
355,Ôkami kodomo no Ame to Yuki,2012,117,8.1,71        ,45169,Not Box Office available
356,Hacksaw Ridge,2016,139,8.1,71        ,521509,67.21
357,Barfi!,2012,151,8.1,Not Metascore available,82384,2.80
358,12 Years a Slave,2013,134,8.1,96        ,698734,56.67
359,Rush,I 2013,123,8.1,74        ,478857,26.95
360,Le Mans '66,2019,152,8.1,81        ,388867,117.62
361,Spotlight,I 2015,129,8.1,93        ,468695,45.06
362,Kahaani,2012,122,8.1,Not Metascore available,63147,1.04
363,Udaan,2010,134,8.1,Not Metascore available,45276,0.01
364,The Help,2011,146,8.1,62        ,458543,169.71
365,Prisoners,2013,153,8.1,70        ,705454,61.00
366,Mad Max: Fury Road,2015,120,8.1,90        ,995678,154.06
367,A Wednesday,2008,104,8.1,Not Metascore available,78824,Not Box Office available
368,Gran Torino,2008,116,8.1,72        ,773821,148.10
369,Harry Potter and the Deathly Hallows: Part 2,2011,130,8.1,85        ,869700,381.01
370,Hridayam,2022,172,8.1,Not Metascore available,12319,Not Box Office available
371,Ponniyin Selvan: Part One,2022,167,8.1,Not Metascore available,26149,Not Box Office available
372,The Blue Elephant 2,2019,130,8.1,Not Metascore available,10050,Not Box Office available
373,Article 15,2019,130,8.1,Not Metascore available,33910,Not Box Office available
374,Hachi,2009,93,8.1,Not Metascore available,284618,Not Box Office available
375,Mary and Max.,2009,92,8.1,Not Metascore available,177504,Not Box Office available
376,How to Train Your Dragon,2010,98,8.1,75        ,736860,217.58
377,Chak De! India,2007,153,8.1,68        ,80706,1.11
378,Into the Wild,2007,148,8.1,73        ,622032,18.35
379,Omkara,2006,155,8.1,Not Metascore available,20954,0.79
380,Iqbal,2005,132,8.1,Not Metascore available,17108,Not Box Office available
381,Nae meorisokui jiwoogae,2004,144,8.1,Not Metascore available,24186,Not Box Office available
382,Pardon,2005,99,8.1,Not Metascore available,21493,Not Box Office available
383,Ghilli,2004,160,8.1,Not Metascore available,14743,Not Box Office available
